subjectCode,courseNumber,courseTitle,term,number,deeperUnderstanding,interest,tech,grades,recommend,college,subject
PSY,3031,Sensation/Perception,Fall 2015,98,5.27,5.07,5.24,5.33,5.31,CLA,Psychology
PSY,3051,Intro to Cognitive,Spr 2015,42,4.61,4.15,4.97,4.93,4.4,CLA,Psychology
PSY,3051,Intro to Cognitive,Fall 2015,74,5.43,5.18,5.44,5.37,5.28,CLA,Psychology
PSY,3061,Intro to Biopsych,Spr 2015,92,5.41,5.32,5.39,5.57,5.49,CLA,Psychology
PSY,3061,Intro to Biopsych,Fall 2015,105,5.43,5.39,5.42,5.48,5.47,CLA,Psychology
PSY,3101,Intro Personality,Spr 2015,57,3.39,3,3.57,3.81,2.72,CLA,Psychology
PSY,3101,Intro Personality,Fall 2015,97,5.23,4.99,5.03,5.15,5.1,CLA,Psychology
PSY,3135,Intro to Individual Diffs,Spr 2015,69,4.41,4.17,4.59,4.28,4.02,CLA,Psychology
PSY,3135,Intro to Individual Diffs,Fall 2015,65,5.15,4.98,5.34,5.61,5.39,CLA,Psychology
PSY,3201,Intro to Soc Psy,Spr 2015,68,5.65,5.65,5.5,5.66,5.7,CLA,Psychology
PSY,3201,Intro to Soc Psy,Sum 2015,16,5.69,5.69,5.81,5.75,5.81,CLA,Psychology
PSY,3201,Intro to Soc Psy,Fall 2015,112,5.42,5.17,5.34,5.53,5.29,CLA,Psychology
PSY,3206,Health Psychology,Spr 2015,75,5.75,5.59,5.49,5.53,5.58,CLA,Psychology
PSY,3206,Health Psychology,Fall 2015,108,5.33,5.34,5.23,5.35,5.37,CLA,Psychology
PSY,3301,Intro Cultural Psy,Spr 2015,50,5.66,5.58,5.46,5.49,5.57,CLA,Psychology
PSY,3301,Intro Cultural Psy,Fall 2015,44,5.64,5.48,5.6,5.39,5.52,CLA,Psychology
PSY,3511,Intro Counseling Psych,Spr 2015,127,5.19,4.91,5.24,5.37,5.1,CLA,Psychology
PSY,3511,Intro Counseling Psych,Sum 2015,12,5.83,5.58,5.33,5.5,5.67,CLA,Psychology
PSY,3511,Intro Counseling Psych,Fall 2015,128,4.75,4.32,4.85,4.89,4.65,CLA,Psychology
PSY,3604,Intro to Abnorm Psy,Spr 2015,130,5.56,5.37,5.41,5.35,5.48,CLA,Psychology
PSY,3604,Intro to Abnorm Psy,Sum 2015,25,5.48,5.48,5.44,5.28,5.63,CLA,Psychology
PSY,3604,Intro to Abnorm Psy,Fall 2015,398,5.1,4.89,4.67,4.85,4.65,CLA,Psychology
PSY,3617,Intro Clinical Psych,Spr 2015,38,4.63,4.5,4.86,4.87,4.54,CLA,Psychology
PSY,3617,Intro Clinical Psych,Fall 2015,41,5.05,4.68,4.84,4.78,4.61,CLA,Psychology
PSY,3633,Happiness,Fall 2015,15,5.13,5.07,5.07,4.33,5,CLA,Psychology
PSY,3666,Human Sexuality,Spr 2015,100,5.15,5.14,5.2,5.16,5.22,CLA,Psychology
PSY,3666,Human Sexuality,Fall 2015,128,4.94,4.86,4.82,4.09,4.57,CLA,Psychology
PSY,3711,Psychology in the Workplace,Spr 2015,98,5.31,4.86,5.31,5.16,5.09,CLA,Psychology
PSY,3711,Psychology in the Workplace,Fall 2015,54,5.7,5.37,5.44,5.22,5.43,CLA,Psychology
PSY,3801,Intro Psych Data Analysis,Spr 2015,467,5.4,4.62,5.32,5.51,5.27,CLA,Psychology
PSY,3801,Intro Psych Data Analysis,Fall 2015,534,5.16,4.44,5.23,5.3,4.96,CLA,Psychology
PSY,3960,Undergrad Seminar,Sum 2015,9,5.89,5.89,6,6,6,CLA,Psychology
PSY,3960,Undergrad Seminar,Fall 2015,27,5.37,5.44,5.26,5.67,5.37,CLA,Psychology
PSY,4011,Applied Behavior Analysis,Fall 2015,6,4.67,4.17,4.83,5,3.83,CLA,Psychology
PSY,4012,Behavior Analysis and Autism,Spr 2015,6,5.33,5.33,5.33,5.5,5.5,CLA,Psychology
PSY,4032,Psychology of Music,Spr 2015,43,5.6,5.35,5.15,5.38,5.47,CLA,Psychology
PSY,4032,Psychology of Music,Fall 2015,28,5.54,5.25,5.46,5.54,5.41,CLA,Psychology
PSY,4501,Psych of Women & Gender,Spr 2015,26,5.85,5.69,5.5,5.58,5.83,CLA,Psychology
PSY,4501,Psych of Women & Gender,Sum 2015,20,5.8,5.55,5.8,5.85,5.75,CLA,Psychology
PSY,4501,Psych of Women & Gender,Fall 2015,32,5.44,5.22,4.91,5,5.06,CLA,Psychology
PSY,4960,Seminar in Psychology,Spr 2015,12,5.58,5.75,5.91,5.75,5.75,CLA,Psychology
PSY,5015,"Cognit,Comput,Brain",Spr 2015,29,5.66,5.41,5.48,5.31,5.45,CLA,Psychology
PSY,5054,Psych of Language,Fall 2015,15,5.47,4.8,5.46,5.53,4.93,CLA,Psychology
PSY,5063,Introduction to Functional MRI,Fall 2015,3,6,6,6,5.67,6,CLA,Psychology
PSY,5064,Brain and Emotion,Fall 2015,19,5.47,5,4.89,4.89,4.89,CLA,Psychology
PSY,5065,Functional Imaging: Training,Spr 2015,16,5.5,5.75,5.56,5.63,5.71,CLA,Psychology
PSY,5137,Behav Genetics,Fall 2015,42,5.69,5.55,5.48,5.38,5.63,CLA,Psychology
PSY,5202,Attitudes and Social Behavior,Spr 2015,15,5.27,5.2,5.07,5.33,5,CLA,Psychology
PSY,5204,Interpersonal Relationships,Fall 2015,18,5.78,5.78,5.56,5.56,5.82,CLA,Psychology
PSY,5205,Applied Soc Psy,Spr 2015,21,5.71,5.71,5.24,5.57,5.45,CLA,Psychology
PSY,5501,Vocation/Occupation Health Psy,Spr 2015,23,5.17,4.3,4.9,5.23,4.45,CLA,Psychology
PSY,5707,Personnel Psychology,Fall 2015,34,5.81,5.73,5.48,5.7,5.81,CLA,Psychology
PSY,5708,Organizational Psychology,Spr 2015,20,5.6,5.35,5.17,5.2,5.3,CLA,Psychology
PSY,5862,Psy Measurement,Fall 2015,31,5.48,5.13,4.93,4.13,5.17,CLA,Psychology
PSY,5960,Topics in Psychology,Spr 2015,8,6,5.88,5.5,5.75,5.75,CLA,Psychology
PSY,5993,Research Lab in Psychology,Spr 2015,48,5.4,5.35,5.41,5.2,5.37,CLA,Psychology
PSY,5993,Research Lab in Psychology,Fall 2015,42,5.79,5.81,5.68,5.15,5.79,CLA,Psychology
PSY,8041,Proseminar in Perception,Fall 2015,9,5.78,5.89,5.89,6,5.88,CLA,Psychology
PSY,8111,Descriptive Psychopathology,Fall 2015,13,5.46,5.08,5.25,5.15,5.08,CLA,Psychology
PSY,8201,Social Cog,Fall 2015,17,5.47,5.41,4.9,4.82,5.41,CLA,Psychology
PSY,8203,Impr Mgmnt,Fall 2015,5,5.6,5.6,5.67,5.4,5.6,CLA,Psychology
PSY,8205,Principles Social Psychology,Fall 2015,22,5.91,5.82,5.7,5.45,5.91,CLA,Psychology
PSY,8206,Proseminar Social Psychology,Spr 2015,22,5.55,5.82,5.09,5.55,5.64,CLA,Psychology
PSY,8208,The Self,Spr 2015,14,5.71,5.86,5.42,5.29,5.92,CLA,Psychology
PSY,8211,Prosem Pol Psych,Fall 2015,2,5.5,6,6,6,6,CLA,Psychology
PSY,8501,Coun Psy:Hist/Theor,Fall 2015,4,6,6,5.5,5.5,6,CLA,Psychology
PSY,8503,Interviewing,Fall 2015,3,6,6,5.67,6,6,CLA,Psychology
PSY,8542,Clinical Psychology Ethics,Fall 2015,12,5.33,4.83,4.78,4.08,4.92,CLA,Psychology
PSY,8560,Gen Adv Practicum,Fall 2015,7,6,6,6,5.86,6,CLA,Psychology
PSY,8561,Gen Adv Practicum,Spr 2015,7,6,5.83,5.8,6,6,CLA,Psychology
PSY,8611,Neuropsychological Assessment,Fall 2015,14,5.79,5.36,5.21,5.14,5.36,CLA,Psychology
PSY,8612,Psychopathology Assessment,Spr 2015,16,5.88,5.88,5.33,5.63,6,CLA,Psychology
PSY,8620,Clinical Practicum,Spr 2015,21,5.21,5.16,4.82,4.94,5,CLA,Psychology
PSY,8622,Effective Intervention,Spr 2015,10,4.9,4.8,4.5,3.6,4.8,CLA,Psychology
PSY,8701,Seminar in I/O Psych I,Fall 2015,20,5.76,5.76,5.18,5,5.71,CLA,Psychology
PSY,8702,Seminar in I/O Psy II,Spr 2015,20,5.7,5.7,6,3.9,5.5,CLA,Psychology
PSY,8814,Analysis of Psychological Data,Fall 2015,41,5.44,5.05,5.46,5.39,5.28,CLA,Psychology
PSY,8815,Analysis of Psychological Data,Spr 2015,35,5.49,4.91,5.54,5.51,5.49,CLA,Psychology
PSY,8882,Sem: Quant & Psychometric Meth,Spr 2015,10,5.9,5.5,5.5,5.1,5.78,CLA,Psychology
PSY,8960,Graduate Seminar in Psychology,Spr 2015,35,5.54,5.51,5.47,5.21,5.56,CLA,Psychology
PSY,8960,Graduate Seminar in Psychology,Fall 2015,11,5.73,5.64,5.43,5.64,5.82,CLA,Psychology
PSY,1001H,Honors Intro Psych,Spr 2015,24,4.75,5,5.33,5.04,4.96,CLA,Psychology
PSY,1001H,Honors Intro Psych,Fall 2015,64,5.14,4.55,5.27,5.05,4.5,CLA,Psychology
PSY,3001V,Honors Intro Research Methods,Spr 2015,21,5.52,4.19,5.33,5.62,4.71,CLA,Psychology
PSY,3001W,Intro Research Methods,Spr 2015,347,5.2,4.72,5.06,5.29,5.05,CLA,Psychology
PSY,3001W,Intro Research Methods,Sum 2015,52,4.98,4.35,4.73,5.02,4.65,CLA,Psychology
PSY,3001W,Intro Research Methods,Fall 2015,343,5.01,4.38,5.03,5.15,4.74,CLA,Psychology
PSY,3801H,Hrs Psy Meas & Data Analysis,Fall 2015,34,5.32,4.56,5.28,5.53,5.24,CLA,Psychology
PSY,3902W,Major Project: Individual,Spr 2015,94,5.03,4.76,5.12,5.33,5.02,CLA,Psychology
PSY,3902W,Major Project: Individual,Sum 2015,20,5.35,5.05,5.5,5.6,5.53,CLA,Psychology
PSY,3902W,Major Project: Individual,Fall 2015,32,4.81,4.75,5.06,5.22,4.74,CLA,Psychology
PSY,4994V,Honors: Research Practicum,Spr 2015,18,5.5,5.17,5.5,5.67,5.61,CLA,Psychology
PSY,5018H,Math Models Human Behavior,Fall 2015,9,5.38,5.75,5.25,5.38,5.5,CLA,Psychology
PSY,5031W,Perception,Fall 2015,13,5.62,5.38,5.31,5,5.17,CLA,Psychology
PSY,5036W,Computational Vision,Fall 2015,4,5.5,5.5,5.5,5.75,5.25,CLA,Psychology
PT,1002,Orientation to PT,Spr 2015,33,5.85,5.48,5.7,5.72,5.78,Academic Health Center,Physical Therapy
PT,1002,Orientation to PT,Fall 2015,41,5.83,5.68,5.35,5.61,5.75,Academic Health Center,Physical Therapy
PT,6002,Ethics in Public Health,Fall 2015,36,5.36,4.75,5.12,5.72,5,Academic Health Center,Physical Therapy
PT,6058,Anatomy for PT,Sum 2015,76,5.95,5.89,5.62,5.84,5.86,Academic Health Center,Physical Therapy
PT,6213,Clerkship I,Fall 2015,37,5.22,5.06,5.27,5.46,5.22,Academic Health Center,Physical Therapy
PT,6215,Clerkship III,Fall 2015,41,5.17,5.15,5.11,5.59,5.24,Academic Health Center,Physical Therapy
PT,6216,Clerkship IV,Spr 2015,61,5.1,4.75,5.21,5.58,5.08,Academic Health Center,Physical Therapy
PT,6231,Clinical Biomechanics,Fall 2015,117,5.87,5.64,5.72,5.85,5.76,Academic Health Center,Physical Therapy
PT,6250,Acute Care,Sum 2015,84,4.96,4.21,4.42,4.68,4.54,Academic Health Center,Physical Therapy
PT,6251,Integument,Sum 2015,56,5.68,5.25,5.23,5.57,5.57,Academic Health Center,Physical Therapy
PT,6252,Pathophysiology,Sum 2015,27,5.11,4.78,4.73,5.37,4.93,Academic Health Center,Physical Therapy
PT,6280,Clinical Assessment,Fall 2015,111,5.91,5.74,5.71,5.66,5.85,Academic Health Center,Physical Therapy
PT,6281,Sci Foundations I,Fall 2015,114,5.26,4.68,5.18,5.58,4.92,Academic Health Center,Physical Therapy
PT,6282,Scientific Foundations II,Spr 2015,141,3.89,3.44,4.02,2.96,2.76,Academic Health Center,Physical Therapy
PT,6283,Musculoskeletal I,Fall 2015,84,5.86,5.71,5.22,5.79,5.9,Academic Health Center,Physical Therapy
PT,6284,Musculoskeletal Rehab. II,Spr 2015,46,5.91,5.85,5.46,5.74,5.83,Academic Health Center,Physical Therapy
PT,6287,Neurorehab,Spr 2015,88,5.02,4.58,4.91,5.25,4.82,Academic Health Center,Physical Therapy
PT,6288,Pediatric Rehab,Sum 2015,117,5.42,4.76,5.13,5.32,5.03,Academic Health Center,Physical Therapy
PT,6290,Administration,Sum 2015,76,4.5,3.47,4.68,3.84,3.89,Academic Health Center,Physical Therapy
PT,6293,Essentials of Rehab Res,Fall 2015,41,3.68,2.65,4.25,4.37,3,Academic Health Center,Physical Therapy
PT,6340,Gro & Dev,Fall 2015,39,5.38,4.95,5.24,5.77,5.17,Academic Health Center,Physical Therapy
PT,6813,Cardiopulm,Sum 2015,29,3.93,3.62,4.08,4.69,3.52,Academic Health Center,Physical Therapy
PUBH,3040,Dying & Death in Society,Fall 2015,11,5.73,5.73,5.6,5.55,5.55,Academic Health Center,Public Health
REC,1501,Orient/Leis. & Rec.,Spr 2015,6,5.5,5.33,4.75,5.33,5.5,CEDH,"Recreation, Park, and Leisure Studies"
REC,1501,Orient/Leis. & Rec.,Fall 2015,13,5.54,5.69,5.6,5.62,5.85,CEDH,"Recreation, Park, and Leisure Studies"
REC,1905,Freshman Seminar,Fall 2015,4,5.75,5.75,5,4.75,6,CEDH,"Recreation, Park, and Leisure Studies"
REC,2151,Outdr & Camp Leadrs,Spr 2015,6,5.5,5.5,5.33,5.33,5.67,CEDH,"Recreation, Park, and Leisure Studies"
REC,3281,Res/Eval in RPLS,Fall 2015,13,5.54,5,5.67,5.46,5.25,CEDH,"Recreation, Park, and Leisure Studies"
REC,3321,Outdoor Rec 3-Season Skills,Fall 2015,6,6,5.83,5,4.67,6,CEDH,"Recreation, Park, and Leisure Studies"
REC,3322,Outdoor Rec Winter Skills,Spr 2015,3,6,6,6,5,6,CEDH,"Recreation, Park, and Leisure Studies"
REC,3551,Admin/Fin Leis Svs,Spr 2015,14,5.5,5.21,5.14,5.71,5.43,CEDH,"Recreation, Park, and Leisure Studies"
REC,3796,Senior Internship: Recreation,Spr 2015,4,6,6,6,5.5,6,CEDH,"Recreation, Park, and Leisure Studies"
REC,3796,Senior Internship: Recreation,Sum 2015,5,4.6,4.6,5.33,5.2,5,CEDH,"Recreation, Park, and Leisure Studies"
REC,3796,Senior Internship: Recreation,Fall 2015,5,5.8,5.8,5.75,5.8,5.8,CEDH,"Recreation, Park, and Leisure Studies"
REC,4161,Rec Land Policy,Spr 2015,5,5.8,6,5.6,5.6,5.8,CEDH,"Recreation, Park, and Leisure Studies"
REC,4271,Comm Leis/Pers w Disabilities,Fall 2015,13,6,5.83,5.75,5.92,5.83,CEDH,"Recreation, Park, and Leisure Studies"
REC,4301,Wilderness and Adventure Educ,Fall 2015,3,5.5,5.33,5.5,5.33,5.67,CEDH,"Recreation, Park, and Leisure Studies"
REC,4900,Spec Top Cntemp Iss,Spr 2015,16,4.88,5,4.33,3.63,4.5,CEDH,"Recreation, Park, and Leisure Studies"
REC,3541W,Recreation Programming,Fall 2015,26,4.85,4.54,4.23,4.15,3.77,CEDH,"Recreation, Park, and Leisure Studies"
REC,3601W,Leis.& Human Devel.,Spr 2015,14,5.29,5.07,5.29,5.54,5.14,CLA,"Recreation, Park, and Leisure Studies"
RELS,1001,Intro: Religions of the World,Spr 2015,59,5.31,5.08,4.65,5.45,5.24,CLA,Religious Studies
RELS,1002,Intro to Study of Religions,Fall 2015,41,4.63,3.37,4.46,4.74,3.45,CLA,Religious Studies
RELS,1011,Religions & American Identity,Spr 2015,29,5.38,5.14,5,5.28,4.97,CLA,Religious Studies
RELS,1034,Intro Jewish History & Culture,Fall 2015,12,4.92,4.08,5,4.73,4.27,CLA,Religious Studies
RELS,1082,Jesus in History,Spr 2015,14,5.86,5.71,5,5.43,5.86,CLA,Religious Studies
RELS,1201,Bible: Context,Fall 2015,78,5.29,4.97,4.93,5.22,5.07,CLA,Religious Studies
RELS,3034,Intro Jewish History & Culture,Fall 2015,3,5.67,5.67,5.33,5.33,5.67,CLA,Religious Studies
RELS,3070,Topics in Religious Studies,Fall 2015,4,5,5.75,3.75,4,4.75,CLA,Religious Studies
RELS,3076,The Apostle Paul,Spr 2015,12,5.83,5.67,5.42,5.08,5.75,CLA,Religious Studies
RELS,3201,Bible: Context,Fall 2015,78,5.29,4.97,4.93,5.22,5.07,CLA,Religious Studies
RELS,3205,"Women, Gender, & Hebrew Bible",Spr 2015,13,5.85,5.69,5.58,5.85,5.77,CLA,Religious Studies
RELS,3321,Am In Philosophies,Spr 2015,24,5.17,5.08,3.68,4.04,4.18,CLA,Religious Studies
RELS,3371,Buddhism,Sum 2015,16,5.88,5.75,5.87,5.81,5.88,CLA,Religious Studies
RELS,3504,Ancient Jewish Culture & ID,Fall 2015,3,6,6,6,6,6,CLA,Religious Studies
RELS,3535,Death and Afterlife,Fall 2015,34,5.18,4.71,4.96,5.09,4.76,CLA,Religious Studies
RELS,3541,Age of St. Augustine of Hippo,Fall 2015,30,5.83,5.83,5.54,5.73,5.82,CLA,Religious Studies
RELS,3611,Eastern Orthodoxy,Spr 2015,9,5.89,5.78,4.67,4.11,5.56,CLA,Religious Studies
RELS,3623,Religion and US Culture Wars,Spr 2015,22,5.82,5.64,5.1,5.59,5.68,CLA,Religious Studies
RELS,3712,Islam: Religion and Culture,Spr 2015,28,5.52,5.3,4.08,4.7,4.84,CLA,Religious Studies
RELS,3715,History of the Crusades,Sum 2015,1,6,6,4,5,6,CLA,Religious Studies
RELS,3716,Gender in the Islamic World,Spr 2015,37,5.49,5.38,5.11,5.08,5.35,CLA,Religious Studies
RELS,3717,"Christians, Muslims, and Jews",Spr 2015,23,5.91,5.7,5.45,5.91,5.91,CLA,Religious Studies
RELS,3001W,Theory and Method in Religion,Spr 2015,23,5.61,5.17,5.14,5.3,5.05,CLA,Religious Studies
RELS,3521W,History of the Holocaust,Spr 2015,71,5.58,5.44,5.22,5.07,5.44,CDES,Religious Studies
RM,1201,"Fashion, Ethics, & Consumption",Spr 2015,56,4.61,4.43,4.39,4.5,4.07,CDES,Retail Merchandising
RM,1201,"Fashion, Ethics, & Consumption",Sum 2015,22,4.73,4.18,4.09,3.91,3.4,CDES,Retail Merchandising
RM,1201,"Fashion, Ethics, & Consumption",Fall 2015,79,5.14,4.94,5.17,5.33,5.03,CDES,Retail Merchandising
RM,2215,Intro to Retail Merchandising,Spr 2015,78,5.35,5.08,5.35,5.15,5.23,CDES,Retail Merchandising
RM,2215,Intro to Retail Merchandising,Fall 2015,61,5.34,5.18,5.36,5.46,5.36,CDES,Retail Merchandising
RM,3124,Consumers of Design,Fall 2015,20,4.37,3.83,3.89,3.67,3.71,CDES,Retail Merchandising
RM,3196,Field Study: Natl/Intl,Spr 2015,11,5.91,6,5.38,5.55,6,CDES,Retail Merchandising
RM,3201,Career & Internship Prep,Spr 2015,28,5.54,5.36,5.43,5.5,5.52,CDES,Retail Merchandising
RM,3201,Career & Internship Prep,Fall 2015,22,5.95,5.91,5.9,5.95,5.91,CDES,Retail Merchandising
RM,3242,Retail Buying,Sum 2015,8,5.63,5.5,5.38,5.75,5.38,CDES,Retail Merchandising
RM,3242,Retail Buying,Fall 2015,47,5.6,5.45,5.37,5.53,5.66,CDES,Retail Merchandising
RM,3243,Visual Merch,Spr 2015,27,4.37,4.33,4.22,4.81,4.29,CDES,Retail Merchandising
RM,3243,Visual Merch,Fall 2015,30,5.33,5.4,5.4,5.47,5.45,CDES,Retail Merchandising
RM,4216,Retail Promotions,Sum 2015,6,4.83,4.5,5,5.17,4.83,CDES,Retail Merchandising
RM,4216,Retail Promotions,Fall 2015,107,3.28,3.32,3.64,3.36,3.08,CDES,Retail Merchandising
RM,4217,International Retail Markets,Spr 2015,39,4.69,4.34,4.76,4.74,4.55,CDES,Retail Merchandising
RM,4247,Advanced Buying,Spr 2015,12,4.5,4.5,5.08,5.08,4.75,CDES,Retail Merchandising
RM,4117W,Retail Env & Human Behavior,Spr 2015,30,4.6,4.6,4.5,4.53,3.93,CDES,Retail Merchandising
RM,4212W,Dr Society Culture,Spr 2015,82,3.9,3.78,3.73,2.95,2.68,CDES,Retail Merchandising
RM,4212W,Dr Society Culture,Fall 2015,20,3.95,3.65,3.9,3.5,3.15,CLA,Retail Merchandising
RUSS,1101,Beginning Russian I,Fall 2015,44,5.73,5.55,5.24,4.73,5.37,CLA,Russian
RUSS,1102,Beginning Russian II,Spr 2015,49,5.29,5.24,4.76,4.47,5.14,CLA,Russian
RUSS,3001,Inediate Russian I,Fall 2015,40,5.2,5.18,4.9,4.5,5,CLA,Russian
RUSS,3002,Inediate Russian II,Spr 2015,33,5.58,5.55,5.06,4.88,5.39,CLA,Russian
RUSS,3101,Advanced Russian I,Fall 2015,9,5.44,5.11,5.56,5.33,5.22,CLA,Russian
RUSS,3102,Advanced Russian II,Spr 2015,8,4.63,4.75,4.25,3.75,4,CLA,Russian
RUSS,3411,Dostoevsky in Trans,Spr 2015,17,5.76,5.53,5.44,5.47,5.65,CLA,Russian
RUSS,3421,MidAges:Dostoevsky,Fall 2015,10,5.9,5.6,5.33,5.1,5.6,CLA,Russian
RUSS,3422,Lit:Tolstoy-Present,Spr 2015,13,5.77,5.31,4.15,4.15,4.92,CLA,Russian
RUSS,3512,Russ Art & Culture,Fall 2015,20,3.95,4.25,3.1,2.45,2.79,CLA,Russian
RUSS,4101,Beginning Russian I,Fall 2015,8,5.63,5.5,5.38,5.13,5,CLA,Russian
RUSS,4102,Beginning Russian II,Spr 2015,30,4.93,4.97,4.39,3.97,4.8,CLA,Russian
RUSS,4103,Inediate Russian I,Fall 2015,40,5.2,5.18,4.9,4.5,5,CLA,Russian
RUSS,4104,Inediate Russian II,Spr 2015,12,5.17,5.25,4.58,3.83,4.75,CLA,Russian
RUSS,4111,Advanced Russian I,Fall 2015,9,5.44,5.11,5.56,5.33,5.22,CLA,Russian
RUSS,4112,Advanced Russian II,Spr 2015,8,4.63,4.75,4.25,3.75,4,CLA,Russian
RUSS,5411,Dostoevsky in Trans,Spr 2015,17,5.76,5.53,5.44,5.47,5.65,CLA,Russian
SAGR,8010,Sus Ag Colloquium,Fall 2015,28,5.57,5.43,5.5,5.46,5.5,CFANS,Sustainable Agricultural Systems
SCAN,3502,Scandinavian Myths,Fall 2015,108,5.4,4.86,4.44,4.81,4.76,CLA,Scandinavian
SCAN,3503,Scand Folklore,Spr 2015,65,5.29,4.94,5,5.35,5.16,CLA,Scandinavian
SCAN,3601,Great Literary Wrks,Fall 2015,21,4.43,4.48,4.53,4.1,4.32,CLA,Scandinavian
SCAN,3605,Scandinavian Short Story,Fall 2015,19,4.89,4.59,3.38,4.69,4.88,CLA,Scandinavian
SCAN,3613,Scand Childrens Lit,Spr 2015,22,4.95,4.64,3.62,4.55,4.65,CLA,Scandinavian
SCAN,4011,Scandinavian Readings,Fall 2015,11,5.45,5,5.5,5.18,5.45,CLA,Scandinavian
SCAN,5605,Scandinavian Short Story,Fall 2015,19,4.89,4.59,3.38,4.69,4.88,CLA,Scandinavian
SCAN,5613,Contempry Scand Lit,Spr 2015,2,6,6,6,6,6,CLA,Scandinavian
SCAN,5701,"Old Norse Lang, Lit",Fall 2015,8,6,5.75,5.17,5.25,5.25,CLA,Scandinavian
SCAN,3011W,Scandinavian Readings,Fall 2015,11,5.45,5,5.5,5.18,5.45,CLA,Scandinavian
SCAN,3501W,Scandinavian Culture,Spr 2015,18,5.72,5.56,5.44,5.72,5.56,CLA,Scandinavian
SCAN,3501W,Scandinavian Culture,Fall 2015,7,5.71,5.29,5.14,5.14,5.43,CLA,Scandinavian
SCB,5051,Stem Cell Biol Pract.Training,Fall 2015,6,4.67,4.83,4.83,5.33,4.5,CBS,Stem Cell Biology
SCB,5054,Stem Cell Sem and Journal Club,Fall 2015,8,5.38,5.25,4.83,4.38,5.13,CBS,Stem Cell Biology
SCB,8181,Stem Cell Biology,Fall 2015,14,5.14,5.29,5.25,4.86,5.21,CBS,Stem Cell Biology
SCMC,3201,Digital Filmmaking I,Fall 2015,28,5.26,5.41,5.04,4.96,5.04,CLA,Studies in Cinema and Media Culture
SCMC,3202,Digital Filmmaking II,Spr 2015,16,5.31,5.5,5.44,5.19,5.79,CLA,Studies in Cinema and Media Culture
SCMC,5001,Debates Cinema/Media Culture,Fall 2015,13,5.15,4.92,5.17,4.25,4.73,CLA,Studies in Cinema and Media Culture
SCMC,5002,Advanced Film Analysis,Spr 2015,32,5.28,5.38,5.47,5.53,5.35,CLA,Studies in Cinema and Media Culture
SCMC,1201W,Cinema,Spr 2015,53,5.36,4.94,4.91,5.34,5.09,CLA,Studies in Cinema and Media Culture
SCMC,1201W,Cinema,Fall 2015,63,5.56,5.16,5.02,5.25,5.16,CLA,Studies in Cinema and Media Culture
SCMC,1202W,"Media: Word, Image, Sound",Fall 2015,30,5.43,5.03,5.31,5.27,5.04,CLA,Studies in Cinema and Media Culture
SCMC,3001W,Cinema and Media Culture Hist,Fall 2015,44,5.32,5.32,5.52,5.66,5.49,CLA,Studies in Cinema and Media Culture
SCO,2550,Business Statistics,Spr 2015,233,5.43,4.67,5.32,5.42,5.13,CSOM,Supply Chain and Operations
SCO,2550,Business Statistics,Fall 2015,383,5.05,4.34,4.91,5.04,4.74,CSOM,Supply Chain and Operations
SCO,3001,Intro to Operations,Spr 2015,433,5.1,4.53,5.02,5.05,4.84,CSOM,Supply Chain and Operations
SCO,3001,Intro to Operations,Fall 2015,295,5.18,4.51,4.93,5.18,4.88,CSOM,Supply Chain and Operations
SCO,3041,Project Mgmt,Fall 2015,36,5.22,4.75,5,5,4.91,CSOM,Supply Chain and Operations
SCO,3045,Sourcing & Supply Management,Spr 2015,26,4.88,4.62,4.83,4.65,4.75,CSOM,Supply Chain and Operations
SCO,3045,Sourcing & Supply Management,Fall 2015,40,5.38,5.35,5.38,5.08,5.53,CSOM,Supply Chain and Operations
SCO,3048,Transportation & Logistics Mgm,Fall 2015,56,4.5,4.23,4.28,4,4.07,CSOM,Supply Chain and Operations
SCO,3051,Service Management,Fall 2015,35,5.69,5.54,5.53,5.37,5.62,CSOM,Supply Chain and Operations
SCO,3056,Supply Chain Planning /Control,Spr 2015,38,5.13,4.34,4.67,5,4.59,CSOM,Supply Chain and Operations
SCO,3056,Supply Chain Planning /Control,Fall 2015,38,4.76,3.87,4.62,4.53,4,CSOM,Supply Chain and Operations
SCO,3059,Quality Mgmt & Lean Six Sigma,Spr 2015,33,5.58,5.18,5.43,5.3,5.24,CSOM,Supply Chain and Operations
SCO,3059,Quality Mgmt & Lean Six Sigma,Fall 2015,52,5.56,5.17,5.36,5.38,5.25,CSOM,Supply Chain and Operations
SCO,3072,Managing Tech in Supply Chain,Spr 2015,58,5.21,4.84,5.19,5.07,5.22,CSOM,Supply Chain and Operations
SCO,3072,Managing Tech in Supply Chain,Fall 2015,57,5.21,4.84,5.24,4.88,5.13,CSOM,Supply Chain and Operations
SCO,6041,Project Management,Fall 2015,58,4.96,4.72,4.43,4.74,4.57,CSOM,Supply Chain and Operations
SCO,6051,Service Management,Fall 2015,17,5.71,5.82,5.44,5.71,5.82,CSOM,Supply Chain and Operations
SCO,6056,Managing Supply Chain Ops,Spr 2015,31,4.68,4.61,4.67,4.97,4.83,CSOM,Supply Chain and Operations
SCO,6059,Quality Mgmt & Lean Six Sigma,Fall 2015,28,5.63,5.41,5.3,5.56,5.48,CSOM,Supply Chain and Operations
SCO,6081,Global Operations Strategy,Spr 2015,44,5.43,5.48,5.47,5.5,5.65,CSOM,Supply Chain and Operations
